S,E,I,Q_E,Q_I,R,F
9.478382803705264e+16,145746.11569409113,154486.87392543722,932.1340673575327,7309.388882034075,227489.05917064147,22695.241529449493
1.0457422387226894e+17,146659.52340001016,155455.237740602,935.003886097116,7264.684811715288,228910.13485564454,22836.892357238376
1.1542880990290542e+17,147578.6599786845,156429.66854354285,937.9507759376135,7220.701269294178,230339.22299916047,22979.35252786143
1.2740818972450333e+17,148503.56117191818,157410.20439657784,940.974067322763,7177.43220980247,231776.38443960785,23122.627971874535
1.405803257072042e+17,149434.26292890785,158396.883587468,944.0731079006296,7134.871659085802,233221.68025500228,23266.724645223556
1.550398072986967e+17,150370.80144157074,159389.7446578027,947.2472598539107,7093.013702555327,234675.17182290586,23411.648534941487
1.7090785102421302e+17,151313.21314454428,160388.8264029992,950.495899899935,7051.852485187733,236136.9208204269,23557.405659148415
1.8833230048653293e+17,152261.5347151863,161394.16787230308,953.818419290664,7011.382211525224,237606.9892242203,23704.002067051555
2.0748762636597984e+17,153215.80307357505,162405.80836878798,957.2142238126903,6971.597145675533,239085.43931048716,23851.443838945233
2.2857492642042246e+17,154176.05538250905,163423.7874493556,960.6827337872388,6932.491611311919,240572.33365497494,23999.737086210876
2.518219254852771e+17,155142.3290475073,164448.14492473588,964.2233840701666,6894.05999167316,242067.73513297772,24148.887951317047
2.7748297547350227e+17,156114.66171680903,165478.92085948683,967.8356240519622,6856.296729563564,243571.70691933567,24298.902607819397
3.0583905537560576e+17,157093.09128137404,166516.15557199466,971.5189176577467,6819.196327352961,245084.31248843556,24449.787260360714
3.3719777125963725e+17,158077.65587488227,167559.88963447363,975.2727433472724,6782.753346976706,246605.6156142104,24601.548144670884
3.718933562711926e+17,159068.39387373417,168610.1638729661,979.096594114924,6746.962409935679,248135.6803701396,24754.1915275669
4.102866706334157e+17,160065.3438970505,169667.0193673427,982.9899774897182,6711.818197296282,249674.57112924903,24907.723706952896
4.527652016469911e+17,161068.54480667243,170730.497451302,986.9524155353033,6677.315449690447,251222.35256411083,25062.15101182009
4.99743063690155e+17,162078.03570716144,171800.63971237096,990.98344484996,6643.448967315624,252779.08964684364,25217.47980224683
5.516609982186835e+17,163093.85594579944,172877.4879919044,995.0826165666004,6610.213609934794,254344.84764911234,25373.716469398576
6.089863737658985e+17,164116.04511258862,173961.0843850854,999.249496352769,6577.604296876457,255919.69214212828,25530.867435527885
6.722131859426729e+17,165144.64304025166,175051.4712409252,1003.4836644106421,6545.616007034641,257503.68899664917,25688.939153974454
7.418620574374166e+17,166179.68980423146,176148.69116226307,1007.7847154770276,6514.2437788688985,259096.9043829791,25847.938109165065
8.184832355790705e+17,167221.22572342074,177252.78700644377,1012.1522588016288,6483.482710218059,260699.40477220123,26007.870816732382
9.032730584621619e+17,168269.29152235767,178363.80202906512,1016.5859177170163,6453.327917072489,262311.25720096077,26168.743849073213
9.970834903122081e+17,169323.9281159371,179481.77966926905,1021.0853457936768,6423.774589182666,263932.52888698876,26330.563798439896
1.1003728571386362e+18,170385.17655662572,180606.76352307873,1025.6502144276003,6394.818003268346,265563.2871697061,26493.337271053893
1.2138173092378783e+18,171453.07817305662,181738.79747773762,1030.2802051284868,6366.453487514035,267203.5997520883,26657.070910359213
1.3383108211934008e+18,172527.6745700296,182877.92571170995,1034.975009519747,6338.676421568986,268853.5347006663,26821.771397022443
1.4749651918756787e+18,173609.00762851076,184024.19269468015,1039.7343293385006,6311.482236547204,270513.1604455259,26987.445448932718
1.6251100444422036e+18,174697.11950563287,185177.64318755324,1044.5578764355787,6284.866415027436,272182.54578030785,27154.099821201722
1.7902928263375027e+18,175792.05263469525,186338.32224245483,1049.4453727755226,6258.824491053183,273861.75986220816,27321.741306163727
1.9722788092931e+18,176893.84972516363,187506.27520273076,1054.3965504365833,6233.352050132692,275550.8722119778,27490.376733375542
2.1730510893275648e+18,178002.5537626704,188681.5477029476,1059.4111516107228,6208.444729238958,277249.9527139227,27660.012969616557
2.3948105867464637e+18,179118.2080090144,189864.1856688923,1064.4889286036127,6184.098216809724,278959.071615904,27830.6569188887
2.639976046142383e+18,180240.8560021609,191054.2353175722,1069.6296438346349,6160.308252747486,280678.2995293377,28002.31552241647
2.9111840363949527e+18,181370.54155624195,192251.7431572153,1074.833069836882,6137.070628419481,282407.707429195,28174.99575864693
3.2112889506707866e+18,182507.30876155585,193456.7559872699,1080.0989892571565,6114.381186657701,284147.36665400205,28348.704643249694
3.543363006423556e+18,183651.20198456768,194669.32089840493,1085.4271948559717,6092.23582175888,285897.34890584013,28523.44922911695
3.910696245393924e+18,184802.26586790883,195889.48527250972,1090.8174895075504,6070.630479484506,287657.7262503455,28699.236606363433
4.3167965336095647e+18,185960.5453303773,197117.29678269403,1096.2696861998259,6049.561157060814,289428.5711167094,28876.073902326436
4.765389561385217e+18,187126.08556693772,198352.80339328828,1101.7836080344423,6029.023903178785,291209.9562976783,29053.96828156583
5.260418843322578e+18,188298.93204872106,199596.05335984315,1107.359088226753,6009.014817994151,293001.95494955353,29232.92694586403
5.80604571831043e+18,189479.13052302497,200847.09522912998,1112.9959701058228,5989.530053127389,294804.64059219166,29412.957134226017
6.406649349524502e+18,190666.7270133135,202105.97783914043,1118.694107114426,5970.56581166373,296618.0871090041,29594.06612287933
7.068634377206407e+18,191861.76787985032,203372.75037956014,1124.453362408895,5952.11833699861,298442.36884727137,29776.261235039154
7.802541296358417e+18,193064.29991477446,204647.46247954728,1130.2736145727886,5934.183897475301,300277.5607623801,29959.549855077876
8.612103316863821e+18,194274.36997320727,205930.16383999132,1136.1547601423006,5916.7588545986455,302123.7378072377,30143.939369095257
9.502042316909017e+18,195492.02520034544,207220.9044697311,1142.0967035432755,5899.8396186155705,303980.97532556613,30329.437203033758
1.047886340110359e+19,196717.31305657505,208519.73471104115,1148.099356536452,5883.422643771142,305849.34909425076,30516.050826793267
1.155085490048056e+19,197950.28131747193,209826.70523963205,1154.1626382174643,5867.504428308562,307728.9353233412,30703.787754231154
1.2728088372496159e+19,199190.97807380132,211141.86706464994,1160.2864750168412,5852.0815144691705,309619.8106560507,30892.65554316221
1.4022418601029902e+19,200439.45173151797,212465.2715286769,1166.4708007000058,5837.150488492448,311522.05216875614,31082.661795358687
1.5447483596384762e+19,201695.75101176635,213796.97030773095,1172.7155563672775,5822.707980616009,313435.7373709987,31273.8141565503
1.701870459528681e+19,202959.92495088023,215137.0154112657,1179.0206904538688,5808.750665075608,315360.94420548313,31466.12031642419
1.875328606088565e+19,204232.0229003832,216485.45918217077,1185.3861587298888,5795.275260105134,317297.7510480781,31659.58800862497
2.0670215682754023e+19,205512.0945269882,217842.35429677152,1191.81192430034,5782.278527936619,319246.2367078161,31854.225010754693
2.2790264376887947e+19,206800.18981259767,219207.75376482907,1198.2979576051207,5769.757274800228,321206.48042689334,32050.03914437285
2.513598628570698e+19,208096.35905430387,220581.7109295406,1204.844236419024,5757.708350924266,323178.56188067014,32247.03827499642
2.7731718778053677e+19,209400.65286438828,221964.27946753878,1211.450745851737,5746.1286505351745,325162.5611776705,32445.230312099782
3.060358244919423e+19,210713.1221703222,223355.51338889237,1218.1174783478434,5735.015111857534,327158.55885958223,32644.623209114812
3.3779481120817885e+19,212033.81821476627,224755.46703710587,1224.8444336868197,5724.364717114061,329166.63590125716,32845.22496343081
3.728910184103715e+19,213362.79255557075,226164.19508911952,1231.6316189830386,5714.174492525612,331186.87371071073,33047.04361639452
4.11639148843882e+19,214700.0970657755,227581.7525553095,1238.4790486857678,5704.441508311178,333219.3541291224,33250.08725331016
4.543717375183002e+19,216045.78393360984,229008.19477948773,1245.3867445791686,5695.162878687892,335264.1594308354,33454.364003439376
5.014391517074545e+19,217399.9056624927,230443.57743890205,1252.354735782299,5686.33576187102,337321.3723233568,33659.882040001285
5.532123714854406e+19,218762.51507169614,231887.9565447421,1259.3830589835534,5677.957360175274,339391.0759479137,33866.649580233934
6.102501888059904e+19,220133.66534351325,233341.38848165408,1266.4717705874307,5670.024923783221,341473.35392893647,34074.674890609975
6.102501888059904e+19,220133.66534351325,233341.38848165408,1266.4717705874307,5670.024923783221,341473.35392893647,34074.674890609975
6.731687354793883e+19,217991.1547317522,234770.11835313012,1273.361425971797,5662.532409748958,343568.17745876755,34283.95642684306
7.425978706748113e+19,215905.16211214286,236141.5578697188,1279.8044051635381,5655.460469614241,345675.06698148797,34494.45328830049
8.192095918858134e+19,213873.9905688606,237457.46586496173,1285.817966244543,5648.787197981281,347793.4463202264,34706.116097285936
9.036812607867837e+19,211896.03523919548,238719.5056368399,1291.4182564997327,5642.492311119099,349922.77115576033,34918.89817736719
9.968014563330526e+19,209969.7321524136,239929.2980465296,1296.6209598654625,5636.556172721811,352062.5113443433,35132.7540546163
1.0994726579884943e+20,208093.5567311272,241088.42307379012,1301.4413159106937,5630.959765333014,354212.15039977164,35347.639413709076
1.2127112457255289e+20,206266.02379129463,242198.41981696343,1305.8941198369932,5625.684690345794,356371.1854933847,35563.51109792503
1.3376475000251199e+20,204485.68754222032,243260.7864929743,1309.9937224785344,5620.713168002722,358539.1274540647,35780.32710914743
1.4755256018767757e+20,202751.14158655476,244276.9804373304,1313.7540303020965,5616.0280373958585,360715.5007682367,35998.04660786326
1.6277036327785503e+20,201061.01892029468,245248.41810412222,1317.1885054070642,5611.612756466749,362899.8435798686,36216.629913163226
1.7956535747370415e+20,199413.9919327828,246176.47506602298,1320.3101655254288,5607.451402006424,365091.70769047126,36436.03850274179
1.9809613102673907e+20,197808.77240670798,247062.48601428876,1323.1315840217874,5603.528669655406,367290.65855909843,36656.235012897116
2.185326622393287e+20,196244.11151810517,247907.74475875852,1325.6648898933427,5599.829873903697,369496.27530234674,36877.18323853111
2.4108478201987288e+20,194718.77872515924,248713.52613853497,1327.9220260817447,5596.340567102941,371708.14338718925,37098.84751378528
2.6599210883871166e+20,193231.58041112166,249481.06667298608,1329.9145099734742,5593.046902958066,373925.8610699395,37321.193257813924
2.9344453275721695e+20,191781.4243145867,250211.4976914858,1331.652646073814,5589.936796855019,376149.06169860566,37544.188865157594
3.236742937295098e+20,190367.24480275778,250905.9228901257,1333.1464506326224,5586.998552867573,378377.3878604348,37767.80351445854
3.569593431982152e+20,188988.0002192424,251565.42108436077,1334.4056843075205,5584.220815391771,380610.4904641695,37992.00709067165
3.9362334409446235e+20,187642.67288405224,252191.04620900963,1335.4398521638923,5581.592569145923,382848.0287400472,38216.77018506449
4.3403567083788435e+20,186330.2690936029,252783.82731825428,1336.258203674885,5579.10313917061,385089.6702398009,38442.064095217276
4.786114093366186e+20,185049.81912071415,253344.7685856402,1336.8697327214077,5576.742190828679,387335.0908366587,38667.86082502288
5.278113569873062e+20,183800.37721460982,253874.8493040765,1337.2831775921331,5574.499729805248,389583.9747253441,38894.13308468683
5.8214202267509273e+20,182581.02160091788,254375.02388583557,1337.5070209834964,5572.3661021077005,391836.01442207565,39120.8542907273
6.421556267736274e+20,181390.85448167028,254846.22186255347,1337.5494899996957,5570.331994065694,394090.9107645673,39347.99856597514
7.084501011450639e+20,180229.00203530313,255289.34788522965,1337.4185561526913,5568.38843233115,396348.3729120281,39575.54073957384
7.816690891400597e+20,179094.61441665652,255705.28172422707,1337.1219353622073,5566.526783878262,398608.1183451625,39803.456346979554
8.625019455977761e+20,177986.86575697476,256094.8782692722,1336.66708795573,5564.7387560034895,400869.8728661701,40031.72162996109
9.516837368458796e+20,176904.95416390614,256458.96752945494,1336.0612186685087,5563.016396325563,403133.37059874577,40260.31353659991
1.049995240700539e+21,175848.10172150302,256798.35463322877,1335.311276643555,5561.352092785479,405398.35398807965,40489.20972129014
1.1583496061885388e+21,174815.55141512092,257113.8230199201,1334.4239873719403,5559.7385317060625,407664.5727295913,40718.3884539333
1.2781744187062005e+21,173806.56820997197,257406.13332003454,1333.4058018285125,5558.168807006243,409931.7840965809,40947.82864769006
1.41034135793365e+21,172820.48622713692,257675.97439321133,1332.2623844892269,5556.637116004359,412199.7693481943,41177.51124977966
1.555817140459052e+21,171856.66098227512,257924.01289807004,1330.9991790679449,5555.1379420656895,414468.3171753879,41407.41783832263
1.7158218619879828e+21,170914.46150299715,258150.90147328557,1329.6214966791442,5553.665932111883,416737.2209625,41637.530390222724
1.8918289973434295e+21,169993.27032886486,258357.27873758823,1328.1345158379193,5552.215896620962,419006.27878725016,41867.83128116688
2.0855654004657897e+21,169092.48351139118,258543.7692897637,1326.5432824599802,5550.782809627316,421275.29342073976,42098.30328562527
2.2990113044128717e+21,168211.51061404037,258710.98370865308,1324.8527098616537,5549.361808721707,423544.0723274517,42328.92957685125
2.534400321359895e+21,167349.77471222784,258859.51855315274,1323.0675787598825,5547.948195051268,425812.42766525067,42559.6937268814
2.79421944259949e+21,166506.7123933202,258989.95636221452,1321.1925372722253,5546.5374333195,428080.1762853829,42790.57970653549
3.0812090385416963e+21,165681.7737566353,259102.86565484563,1319.2321009168575,5545.125151786279,430347.1397324761,43021.57188541652
3.398362858713967e+21,164874.42241344214,259198.80093010858,1317.1906526125701,5543.707142267848,432613.1442445398,43252.655031910675
3.7489280317611636e+21,164084.135486961,259278.30266712134,1315.072442678771,5542.279360136821,434878.0207529651,43483.81431318735
4.1364050654455603e+21,163310.40361236336,259341.8973250572,1312.881588835484,5540.837924322185,437141.60488252476,43715.035295199166
4.564547846646841e+21,162552.73093677184,259390.09734314485,1310.622076203349,5539.379117309295,439403.73695137305,43946.30394268194
5.0373636413621e+21,161810.63511926032,259423.40114066834,1308.297757303622,5537.899385139878,441664.2619710459,44177.60661915468
5.559113094705842e+21,161083.6473308539,259442.2931169671,1305.9123520581757,5536.395337412031,443923.0296464611,44408.93008691962
6.134310230909987e+21,160371.31225452886,259447.24365143597,1303.4694477894982,5534.863747280222,446179.8943759176,44640.261507062205
6.767722453323859e+21,159673.1880852127,259438.70910352512,1300.9724992206948,5533.301551455291,448434.7152510964,44871.588439451065
7.467418650819612e+21,158988.8492145846,259417.12902591276,1298.4247621866375,5531.705978721053,450687.356946137,45102.89891805313
8.240979250446008e+21,158317.90833340152,259382.9032254381,1295.8290487239385,5530.074887641314,452937.697398529,45334.18210201132
9.093037928058105e+21,157659.9976369314,259336.41126983362,1293.1879972457252,5528.406331155706,455185.6213521897,45565.42772839757
1.0029876989859543e+22,157014.7566744687,259278.02509792926,1290.5041820299314,5526.698431156929,457431.0161047614,45796.62575169471
1.1059432871570788e+22,156381.832343532,259208.10902567382,1287.780113237145,5524.949378513315,459673.77150553954,46027.766343620744
1.2191296138429126e+22,155760.87888986396,259127.01974613505,1285.0182369106083,5523.1574330688345,461913.7799554728,46258.83989312883
1.3436711485188656e+22,155151.5579074314,259035.10632949966,1282.220934976218,5521.320923643086,464150.9364071627,46489.83700640731
1.4808577736120314e+22,154553.53833842516,258932.71022307323,1279.3905252425252,5519.4382480313025,466385.1383648638,46720.748506879674
1.6321447845011848e+22,153966.49647326025,258820.1652512803,1276.5292614007353,5517.507873004353,468616.2858844839,46951.565435204604
1.799152889516783e+22,153390.11595057577,258697.79761566443,1273.639333024708,5515.528334308739,470844.2815735838,47182.27904927593
1.983668209940966e+22,152824.08775723496,258565.92589488797,1270.7228655709575,5513.498236666595,473069.0305913772,47412.88082422265
2.187642280007554e+22,152268.11022832507,258424.86104473233,1267.7819203786519,5511.416253775691,475290.440648731,47643.36245240896
2.4131920469020536e+22,151721.88904715754,258274.90639809778,1264.8184946696142,5509.281128309429,477508.4220081652,47873.71584343418
2.6625998707616486e+22,151185.1372452679,258116.35766500354,1261.8345215483212,5507.091671916844,479722.8874838528,48103.93312413284
2.938313524675207e+22,150657.57520241576,257949.50293258778,1258.8318700019047,5504.846765222605,481933.75244161976,48334.0066385746
3.2429461946832804e+22,150138.93064658486,257774.6226651076,1255.8123449001503,5502.545357827018,484140.93479894527,48563.92894806432
3.5792764797781012e+22,149628.93865398303,257591.98970393906,1252.777686995498,5500.186468306017,486344.3550249614,48793.692831142005
3.950248391903584e+22,149127.34164904218,257401.86926757707,1249.7295729230423,5497.769184211174,488543.93614045344,49023.29128358284
4.3589713559553275e+22,148633.8894044184,257204.51895163557,1246.6696152005322,5495.2926620696935,490739.60371785966,49252.71751839718
4.808940465145829e+22,148148.33927760087,257000.188483244,1243.5993570695048,5492.756137111396,492931.28596048953,49481.96497253926
5.307067405488301e+22,147670.4670031695,256789.1085195649,1240.5201064933408,5490.159199908454,495118.9173978947,49711.027620039546
5.857165881105302e+22,147200.0679317077,256571.4893629211,1237.4329858237963,5487.501662519883,497302.4393914677,49939.900015024774
6.462547218576639e+22,146736.94212269134,256347.53643217537,1234.339095219027,5484.783335157933,499481.7949521375,50168.57685241542
7.1277058235199346e+22,146280.8935586153,256117.45107812423,1231.2395059936282,5482.0040512044225,501656.9284490957,50397.05294319548
7.858319180590618e+22,145831.73014499317,255881.430583498,1228.1352606186338,5479.163667210742,503827.7856097969,50625.32321441245
8.66124785348193e+22,145389.26371035754,255639.66816296073,1225.0273727215176,5476.262062897848,505994.3135199587,50853.38270917735
9.544535484924926e+22,144953.3100062598,255392.3529631103,1221.9168270861924,5473.299141156274,508156.46062356164,51081.22658666469
1.0517408796688466e+23,144523.6887072702,255139.6700624783,1218.8045796530105,5470.274828046116,510314.176722849,51308.850122112504
1.1590277589579225e+23,144100.22341097787,254881.8004715302,1215.6915575187631,5467.189072797045,512467.4129783272,51536.24870682232
1.277473474344168e+23,143682.7416379908,254618.92113266516,1212.5786589366808,5464.0418478082975,514616.1219087654,51763.41784815918
1.4083556217158139e+23,143271.07483193593,254351.2049202161,1209.4667533164336,5460.833148648683,516760.25739119586,51990.35316955165
1.5530701048648686e+23,142865.05835945893,254078.8206404498,1206.3566812241309,5457.562994056581,518899.7746609136,52217.05041049178
1.7131311354871254e+23,142464.53151022442,253801.9330315667,1203.2492543823205,5454.23142593994,521034.63031147677,52443.50542653514
1.8901712331821562e+23,142069.3374969159,253520.70276370115,1200.1452556699905,5450.838509376278,523164.7822947061,52669.714189300816
2.085941225453314e+23,141679.32345523566,253235.28643892118,1197.0454391225678,5447.3843326126835,525290.1899206856,52895.67278647139
2.3023102477077346e+23,141294.34044390495,252945.8365912286,1193.9505299319187,5443.869007065814,527410.813857762,53121.37742179295
2.5412657432563326e+23,140914.24344466385,252652.5016865591,1190.8612244463484,5440.292667321899,529526.616132545,53346.82441507512
2.804913463313806e+23,140538.89136227124,252355.42612278194,1187.7781901706019,5436.655471136735,531637.5601299072,53572.010202191
3.095477466998631e+23,140168.14702450501,252054.75022970035,1184.702065765863,5432.957599435692,533743.6105929842,53796.9313350772
3.4153001213330683e+23,139801.87718216178,251750.61026905125,1181.6334610497547,5429.199256313706,535844.7336231746,54021.58448173387
3.768530957733942e+23,139439.95635041205,251443.13444733332,1178.5728952489178,5425.380774274354,537940.8979928874,54245.96653742031
4.159512903246027e+23,139082.27352399434,251132.43594656017,1175.5207292564294,5421.502700545511,540032.0774867388,54470.07482314598
4.590258141601189e+23,138728.72048019298,250818.62506482267,1172.4773315873158,5417.565530249315,542118.2468788038,54693.906744823966
5.063644707809816e+23,138379.1910444666,250501.8099778836,1169.4430596230998,5413.569760529456,544199.3816464408,54917.45976889202
5.5834432217737905e+23,138033.58111544207,250182.09671323214,1166.4182590727394,5409.515891569491,546275.4579786756,55140.73142302205
6.154316888286498e+23,137691.7886649145,249859.58915008386,1163.403263972627,5405.404426592836,548346.4527762004,55363.71929612011
6.781821497032812e+23,137353.7137378472,249534.38901938064,1160.3983966865908,5401.235871862769,550412.3436513746,55586.421038326385
7.472405422589107e+23,137019.25845237178,249206.59590379067,1157.403967905893,5397.010736682431,552473.1089282244,55808.83436101524
8.233409624423258e+23,136688.32699978803,248876.3072377086,1154.4202766492315,5392.729533394825,554528.727642443,56030.95703679515
9.07306764689463e+23,136360.825644564,248543.6183072553,1151.4476102627382,5388.392777382815,556579.1795413904,56252.78689950877
1.0000505619254088e+24,136036.66272433603,248208.62225027807,1148.4862444199805,5384.0009870691265,558624.4450840936,56474.32184423288
1.1025742255643993e+24,135715.7486499086,247871.41005635055,1145.5364431219607,5379.554683916348,560664.5054412464,56695.55982727841
1.2159688855098207e+24,135397.99590525456,247532.07056677275,1142.5984586971158,5375.054392426929,562699.3424952095,56916.498866190464
1.3414149301542074e+24,135083.31904751484,247190.690474571,1139.672531801318,5370.50064014318,564728.9388400107,57137.137039748246
1.4801820063792452e+24,134771.63470699877,246847.35432449792,1136.7588914178737,5365.893957647277,566753.2777813445,57357.47248796515
1.6336290195557688e+24,134462.86158718378,246502.14451303263,1133.8577548575247,5361.234878561254,568772.3433365723,57577.503412088685
1.8032041335437633e+24,134156.92046471566,246155.1412883805,1130.969327758448,5356.523939547008,570786.1202347226,57797.22807460054
1.990444770692362e+24,133853.73418940837,245806.42275047323,1128.0938040862545,5351.761680306299,572794.5939164907,58016.64479921653
2.1969776118398492e+24,133553.2276842441,245456.06485096892,1125.2313661339913,5346.948643580748,574797.7505342385,58235.75197088661
2.4245185963136575e+24,133255.3279453733,245104.141393252,1122.3821845221394,5342.085375151836,576795.5769519955,58454.548035794905
2.674888110564774e+24,132959.9640585102,244750.72401541323,1119.5464178935829,5337.172424394004,578788.0607510196,58673.03150183025
2.951916111208603e+24,132667.07121670822,244395.8780198467,1116.7241516153438,5332.210446816095,580775.1916076061,58891.20105525384
3.258278955103061e+24,132376.5913251419,244039.66174629124,1113.9154143891762,5327.200156122781,582756.9615289371,59109.05558086001
3.5955788740674737e+24,132088.466948506,243682.13285368896,1111.1202492219015,5322.142222181383,584733.362753988,59326.59398407317
3.9661134397707065e+24,131802.6417408086,243323.34787370707,1108.3386953335141,5317.037310287782,586704.3878882272,59543.815202268204
4.3728755637311644e+24,131519.0604453711,242963.36221073757,1105.5707881571836,5311.88608116642,588670.0299036159,59760.71820477046
4.8195534973167926e+24,131237.66889482818,242602.2301418976,1102.816559339253,5306.6891909703,590630.2821386083,59977.30199285575
5.310530831745077e+24,130958.41401112766,242240.00481702914,1100.0760367392397,5301.447291280983,592585.1382981512,60193.56559975034
5.850886498083042e+24,130681.24380553074,241876.73825869922,1097.3492444298347,5296.161029108595,594534.5924536845,60409.508090630974
6.446394767247252e+24,130406.10737861186,241512.48136219976,1094.6362026969034,5290.83104689182,596478.639043141,60625.12856262484
7.103525250003813e+24,130132.95492025872,241147.2838955477,1091.9369280394856,5285.457982497901,598417.2728709462,60840.42614480963
7.829442896968371e+24,129861.73770967229,240781.19449948496,1089.2514331697942,5280.042469222646,600350.4891080187,61055.39999821344
8.632007998606105e+24,129592.40811536682,240414.26068747838,1086.5797270132168,5274.585135790419,602278.2832917698,61270.04931581489
9.519776185231746e+24,129324.91959516983,240046.52884571976,1083.9218147083154,5269.08660635415,604200.6513261036,61484.37332254303
1.0501998427009555e+25,129059.22669622209,239678.04423312593,1081.2776976068253,5263.547500495323,606117.5894814173,61698.37127527738
1.158862103395334e+25,128795.28505497763,239308.85098133862,1078.647373273656,5257.968433223988,608029.0943946008,61912.04246284792
1.279028565592644e+25,128533.0513972038,238938.99209472456,1076.0308354868916,5252.350014978753,609935.163069037,62125.38620603511
1.4118329282641745e+25,128272.48353798118,238568.50945037542,1073.4280742377898,5246.692851626788,611835.7928746017,62338.40185756985
1.5584784243661675e+25,128013.54038170361,238197.44379810788,1070.8390757307823,5240.997544463822,613730.9815476633,62551.088802133534
1.720237820839819e+25,127756.18192207823,237825.83476046353,1068.2638223834751,5235.264690214147,615620.7271910834,62763.44645635799
1.8984534186112808e+25,127500.36924212542,237453.720832709,1065.702292826648,5229.494881030613,617505.0282742162,62975.474268825536
2.0945384903892045e+25,127246.06451531968,237081.13938165136,1063.1544618827666,5223.688704534067,619383.8836332966,63187.17172010167
2.311416752510236e+25,126993.23311908508,236708.12445168014,1060.6202682389046,5217.846798298018,621257.2931971244,63398.538384132065
2.5513770015474384e+25,126741.84430754054,236334.7060671381,1058.0996202484503,5211.969827262493,623125.2582344394,63609.57394935922
2.8156198515645404e+25,126491.86753365156,235960.91404962598,1055.5924399421165,5206.058419316338,624987.78007869,63820.27811068579
3.1058982598610994e+25,126243.27282094998,235586.77763174666,1053.098648902098,5200.11319582733,626844.860247089,64030.650579448295
3.4245175269725008e+25,125996.03076353391,235212.3254571053,1050.6181682620695,5194.1347716421815,628696.5004406128,64240.69108341707
3.7743352966699627e+25,125750.11252606784,234837.58558030915,1048.1509187071879,5188.123755086539,630542.7025440023,64450.39936679632
4.158761555960528e+25,125505.48984378247,234462.58546696766,1045.6968204740906,5182.080747964979,632383.4686257624,64659.77519022406
4.581758635087072e+25,125262.1350224749,234087.35199369246,1043.2557933508963,5176.006345561015,634218.8009381619,64868.81833077218
5.047841207528301e+25,125020.02093850847,233711.91144809738,1040.8277566772047,5169.901136637091,636048.7019172339,65077.528581946375
5.562076289998746e+25,124779.12103881285,233336.28952879843,1038.4126293440963,5163.765703434586,637873.1741827755,65285.9057536862
6.1300832424487706e+25,124539.40934088404,232960.5113454138,1036.0103297941334,5157.6006216738115,639692.2205383481,65493.94967236507
6.758033768064567e+25,124300.86043278433,232584.6014185638,1033.6207760213588,5151.4064605540125,641505.8439712768,65701.66018079019
7.452651913268158e+25,124063.44947314229,232208.58367987105,1031.2438855712962,5145.183782753368,643314.047652651,65909.03713820266
8.221214067717392e+25,123827.15219115285,231832.48147196023,1028.8795755409515,5138.93314442899,645116.8349373242,66116.08042027739
9.071548964305952e+25,123591.94488657721,231456.31754845823,1026.52776257881,5132.655095216923,646914.2093639141,66322.78991912314
1.0012037679163349e+26,123357.80442974289,231080.1140739942,1024.18836288484,5126.350178232145,648706.1746548022,66529.16554328252
1.1051613631654915e+26,123124.70826154371,230703.89262419933,1021.8612922104892,5120.018930068568,650492.7347161345,66735.20721773196
1.2199762584381827e+26,122892.63439343982,230327.67418570712,1019.5464658586873,5113.661880799038,652273.8936378206,66940.91488388175
1.3466522643181077e+26,122661.56140745766,229951.47915615316,1017.243798683845,5107.279553975332,654049.6556935345,67146.28849957601
1.4862484257125492e+26,122431.46845618996,229575.3273441753,1014.9532050918536,5100.872466628164,655820.0253407144,67351.32803909272
1.6398790218523734e+26,122202.33526279581,229199.23796941352,1012.6745990400864,5094.441129267177,657585.0072205623,67556.03349314367
1.8094682302791744e+26,121974.14280653458,228823.22895075267,1010.4078831851757,5087.986064636596,659344.606393715,67760.40488877753
1.9973439319410197e+26,121746.87460823794,228447.31557228693,1008.1529376595374,5081.507819925666,661098.8287902514,67964.44232754935
2.204399977288489e+26,121520.51433580152,228071.51296916537,1005.9096542128674,5075.006910736631,662847.6803832224,68168.14591565267
2.4319302533835804e+26,121295.04593459931,227695.83599162885,1003.6779257971592,5068.483845665697,664591.1672261021,68371.51576693034
2.681672678797195e+26,121070.453648441,227320.29918324383,1001.4576461311149,5061.939127137657,666329.2954599012,68574.55200347332
2.955809203609133e+26,120846.72201957199,226944.91678090248,999.2487097001459,5055.373251405889,668062.0713131664,68777.25475562063
3.256965809408098e+26,120623.8358886733,226569.70271482275,997.0510117563729,5048.7867085523585,669789.501101981,68979.62416195938
3.5882125092916936e+26,120401.78039486174,226194.67060854821,994.8644483186253,5042.179982487612,671511.5912299643,69181.66036932479
3.953063347866425e+26,120180.54097568976,225819.83377894812,992.6889161724417,5035.553550950785,673228.3481882721,69383.36353280015
4.3554764012477e+26,119960.10336714554,225445.20523621747,990.5243128700702,5028.9078855095995,674939.7785555964,69584.73381571687
4.7998537770598264e+26,119740.4536036529,225070.79768387694,988.3705367304674,5022.24345156036,676645.8889981653,69785.77138965442
5.291041614436014e+26,119521.57801807145,224696.62351877286,986.2274868392994,5015.560708327957,678346.6862697435,69986.47643444035
5.834330084018372e+26,119303.4632416964,224322.69483107733,984.0950630489414,5008.86010886587,680042.177211632,70186.84913815033
